Image_ID,Class,초,프레임,최종,구간,구간
20201015_DWG_DRX_3_train_image0.jpg,0,0,29.97,0,,
20201015_DWG_DRX_3_train_image1.jpg,0,0.5,29.97,14.985,,
20201015_DWG_DRX_3_train_image2.jpg,0,1,29.97,29.97,,
20201015_DWG_DRX_3_train_image3.jpg,0,1.5,29.97,44.955,,
20201015_DWG_DRX_3_train_image4.jpg,0,2,29.97,59.94,,
20201015_DWG_DRX_3_train_image5.jpg,0,2.5,29.97,74.925,,
20201015_DWG_DRX_3_train_image6.jpg,0,3,29.97,89.91,,
20201015_DWG_DRX_3_train_image7.jpg,0,3.5,29.97,104.895,,
20201015_DWG_DRX_3_train_image8.jpg,0,4,29.97,119.88,,
20201015_DWG_DRX_3_train_image9.jpg,0,4.5,29.97,134.865,,
20201015_DWG_DRX_3_train_image10.jpg,0,5,29.97,149.85,,
20201015_DWG_DRX_3_train_image11.jpg,0,5.5,29.97,164.835,,
20201015_DWG_DRX_3_train_image12.jpg,0,6,29.97,179.82,,
20201015_DWG_DRX_3_train_image13.jpg,0,6.5,29.97,194.805,,
20201015_DWG_DRX_3_train_image14.jpg,0,7,29.97,209.79,,
20201015_DWG_DRX_3_train_image15.jpg,0,7.5,29.97,224.775,,
20201015_DWG_DRX_3_train_image16.jpg,0,8,29.97,239.76,,
20201015_DWG_DRX_3_train_image17.jpg,0,8.5,29.97,254.745,,
20201015_DWG_DRX_3_train_image18.jpg,0,9,29.97,269.73,,
20201015_DWG_DRX_3_train_image19.jpg,0,9.5,29.97,284.715,,
20201015_DWG_DRX_3_train_image20.jpg,0,10,29.97,299.7,,
20201015_DWG_DRX_3_train_image21.jpg,0,10.5,29.97,314.685,,
20201015_DWG_DRX_3_train_image22.jpg,0,11,29.97,329.67,,
20201015_DWG_DRX_3_train_image23.jpg,0,11.5,29.97,344.655,,
20201015_DWG_DRX_3_train_image24.jpg,0,12,29.97,359.64,,
20201015_DWG_DRX_3_train_image25.jpg,0,12.5,29.97,374.625,,
20201015_DWG_DRX_3_train_image26.jpg,0,13,29.97,389.61,,
20201015_DWG_DRX_3_train_image27.jpg,0,13.5,29.97,404.595,,
20201015_DWG_DRX_3_train_image28.jpg,0,14,29.97,419.58,,
20201015_DWG_DRX_3_train_image29.jpg,0,14.5,29.97,434.565,,
20201015_DWG_DRX_3_train_image30.jpg,0,15,29.97,449.55,,
20201015_DWG_DRX_3_train_image31.jpg,0,15.5,29.97,464.535,,
20201015_DWG_DRX_3_train_image32.jpg,0,16,29.97,479.52,,
20201015_DWG_DRX_3_train_image33.jpg,0,16.5,29.97,494.505,,
20201015_DWG_DRX_3_train_image34.jpg,0,17,29.97,509.49,,
20201015_DWG_DRX_3_train_image35.jpg,0,17.5,29.97,524.475,,
20201015_DWG_DRX_3_train_image36.jpg,0,18,29.97,539.46,,
20201015_DWG_DRX_3_train_image37.jpg,0,18.5,29.97,554.445,,
20201015_DWG_DRX_3_train_image38.jpg,0,19,29.97,569.43,,
20201015_DWG_DRX_3_train_image39.jpg,0,19.5,29.97,584.415,,
20201015_DWG_DRX_3_train_image40.jpg,0,20,29.97,599.4,,
20201015_DWG_DRX_3_train_image41.jpg,0,20.5,29.97,614.385,,
20201015_DWG_DRX_3_train_image42.jpg,0,21,29.97,629.37,,
20201015_DWG_DRX_3_train_image43.jpg,0,21.5,29.97,644.355,,
20201015_DWG_DRX_3_train_image44.jpg,0,22,29.97,659.34,,
20201015_DWG_DRX_3_train_image45.jpg,0,22.5,29.97,674.325,,
20201015_DWG_DRX_3_train_image46.jpg,0,23,29.97,689.31,,
20201015_DWG_DRX_3_train_image47.jpg,0,23.5,29.97,704.295,,
20201015_DWG_DRX_3_train_image48.jpg,0,24,29.97,719.28,,
20201015_DWG_DRX_3_train_image49.jpg,0,24.5,29.97,734.265,,
20201015_DWG_DRX_3_train_image50.jpg,0,25,29.97,749.25,,
20201015_DWG_DRX_3_train_image51.jpg,0,25.5,29.97,764.235,,
20201015_DWG_DRX_3_train_image52.jpg,0,26,29.97,779.22,,
20201015_DWG_DRX_3_train_image53.jpg,0,26.5,29.97,794.205,,
20201015_DWG_DRX_3_train_image54.jpg,0,27,29.97,809.19,,
20201015_DWG_DRX_3_train_image55.jpg,0,27.5,29.97,824.175,,
20201015_DWG_DRX_3_train_image56.jpg,0,28,29.97,839.16,,
20201015_DWG_DRX_3_train_image57.jpg,0,28.5,29.97,854.145,,
20201015_DWG_DRX_3_train_image58.jpg,0,29,29.97,869.13,,
20201015_DWG_DRX_3_train_image59.jpg,0,29.5,29.97,884.115,,
20201015_DWG_DRX_3_train_image60.jpg,0,30,29.97,899.1,,
20201015_DWG_DRX_3_train_image61.jpg,0,30.5,29.97,914.085,,
20201015_DWG_DRX_3_train_image62.jpg,0,31,29.97,929.07,,
20201015_DWG_DRX_3_train_image63.jpg,0,31.5,29.97,944.055,,
20201015_DWG_DRX_3_train_image64.jpg,0,32,29.97,959.04,,
20201015_DWG_DRX_3_train_image65.jpg,0,32.5,29.97,974.025,,
20201015_DWG_DRX_3_train_image66.jpg,0,33,29.97,989.01,,
20201015_DWG_DRX_3_train_image67.jpg,0,33.5,29.97,1003.995,,
20201015_DWG_DRX_3_train_image68.jpg,0,34,29.97,1018.98,,
20201015_DWG_DRX_3_train_image69.jpg,0,34.5,29.97,1033.965,,
20201015_DWG_DRX_3_train_image70.jpg,0,35,29.97,1048.95,,
20201015_DWG_DRX_3_train_image71.jpg,0,35.5,29.97,1063.935,,
20201015_DWG_DRX_3_train_image72.jpg,0,36,29.97,1078.92,,
20201015_DWG_DRX_3_train_image73.jpg,0,36.5,29.97,1093.905,,
20201015_DWG_DRX_3_train_image74.jpg,0,37,29.97,1108.89,,
20201015_DWG_DRX_3_train_image75.jpg,0,37.5,29.97,1123.875,,
20201015_DWG_DRX_3_train_image76.jpg,0,38,29.97,1138.86,,
20201015_DWG_DRX_3_train_image77.jpg,0,38.5,29.97,1153.845,,
20201015_DWG_DRX_3_train_image78.jpg,0,39,29.97,1168.83,,
20201015_DWG_DRX_3_train_image79.jpg,0,39.5,29.97,1183.815,,
20201015_DWG_DRX_3_train_image80.jpg,0,40,29.97,1198.8,,
20201015_DWG_DRX_3_train_image81.jpg,0,40.5,29.97,1213.785,,
20201015_DWG_DRX_3_train_image82.jpg,0,41,29.97,1228.77,,
20201015_DWG_DRX_3_train_image83.jpg,0,41.5,29.97,1243.755,,
20201015_DWG_DRX_3_train_image84.jpg,0,42,29.97,1258.74,,
20201015_DWG_DRX_3_train_image85.jpg,0,42.5,29.97,1273.725,,
20201015_DWG_DRX_3_train_image86.jpg,0,43,29.97,1288.71,,
20201015_DWG_DRX_3_train_image87.jpg,0,43.5,29.97,1303.695,,
20201015_DWG_DRX_3_train_image88.jpg,0,44,29.97,1318.68,,
20201015_DWG_DRX_3_train_image89.jpg,0,44.5,29.97,1333.665,,
20201015_DWG_DRX_3_train_image90.jpg,0,45,29.97,1348.65,,
20201015_DWG_DRX_3_train_image91.jpg,0,45.5,29.97,1363.635,,
20201015_DWG_DRX_3_train_image92.jpg,0,46,29.97,1378.62,,
20201015_DWG_DRX_3_train_image93.jpg,0,46.5,29.97,1393.605,,
20201015_DWG_DRX_3_train_image94.jpg,0,47,29.97,1408.59,,
20201015_DWG_DRX_3_train_image95.jpg,0,47.5,29.97,1423.575,,
20201015_DWG_DRX_3_train_image96.jpg,0,48,29.97,1438.56,,
20201015_DWG_DRX_3_train_image97.jpg,0,48.5,29.97,1453.545,,
20201015_DWG_DRX_3_train_image98.jpg,0,49,29.97,1468.53,,
20201015_DWG_DRX_3_train_image99.jpg,0,49.5,29.97,1483.515,,
20201015_DWG_DRX_3_train_image100.jpg,0,50,29.97,1498.5,,
20201015_DWG_DRX_3_train_image101.jpg,0,50.5,29.97,1513.485,,
20201015_DWG_DRX_3_train_image102.jpg,0,51,29.97,1528.47,,
20201015_DWG_DRX_3_train_image103.jpg,0,51.5,29.97,1543.455,,
20201015_DWG_DRX_3_train_image104.jpg,0,52,29.97,1558.44,,
